"ID_FlightType","Flight_Type","Flight_status"
"F2987","International","Annulé"
"F2988","International","Annulé"
"F2989","International","Retardé"
"F2990","International","Retardé"
"F2991","International","Retardé"
"F2992","National","Retardé"
"F2993","International","à l heure"
"F2994","International","à l heure"
"F2995","International","Annulé"
"F2996","International","Retardé"
"F2997","International","Annulé"
"F2998","International","Annulé"
"F2999","International","Annulé"
"F3000","International","Annulé"
"F3001","National","Retardé"
"F3002","International","Retardé"
"F3003","International","Retardé"
"F3004","International","Retardé"
"F3005","International","Retardé"
"F3006","International","Annulé"
"F3007","International","Retardé"
"F3008","International","à l heure"
"F3009","International","Annulé"
"F3010","International","Retardé"
"F3011","International","Annulé"
"F3012","International","à l heure"
"F3013","International","Annulé"
"F3014","International","Retardé"
"F3015","International","Retardé"
"F3016","International","Annulé"
"F3017","International","à l heure"
"F3018","International","Annulé"
"F3019","International","Annulé"
"F3020","International","Retardé"
"F3021","International","Annulé"
"F3022","International","Annulé"
"F3023","National","Retardé"
"F3024","International","Retardé"
"F3025","International","Retardé"
"F3026","International","Retardé"
"F3027","International","Retardé"
"F3028","International","Retardé"
"F3029","International","Annulé"
"F3030","International","Annulé"
"F3031","International","Annulé"
"F3032","National","Retardé"
"F3033","International","Retardé"
"F3034","International","Annulé"
"F3035","National","Retardé"
"F3036","International","Annulé"
"F3037","International","Retardé"
"F3038","International","à l heure"
"F3039","International","Retardé"
"F3040","International","à l heure"
"F3041","International","Annulé"
"F3042","International","Retardé"
"F3043","International","Retardé"
"F3044","International","Annulé"
"F3045","International","Retardé"
"F3046","International","Annulé"
"F3047","International","Annulé"
"F3048","International","Retardé"
"F3049","International","Annulé"
"F3050","International","Retardé"
"F3051","International","Annulé"
"F3052","International","Retardé"
"F3053","International","Annulé"
"F3054","International","Retardé"
"F3055","International","Annulé"
"F3056","International","Retardé"
"F3057","International","à l heure"
"F3058","International","à l heure"
"F3059","International","à l heure"
"F3060","International","Annulé"
"F3061","International","à l heure"
"F3062","International","Annulé"
"F3063","International","Annulé"
"F3064","International","Retardé"
"F3065","International","Annulé"
"F3066","International","Retardé"
"F3067","International","Annulé"
"F3068","International","Retardé"
"F3069","International","Retardé"
"F3070","International","Retardé"
"F3071","International","Annulé"
"F3072","International","Retardé"
"F3073","International","Annulé"
"F3074","International","Annulé"
"F3075","International","Annulé"
"F3076","International","Annulé"
"F3077","International","Retardé"
"F3078","International","à l heure"
"F3079","International","Retardé"
"F3080","International","Retardé"
"F3081","International","Annulé"
"F3082","International","Annulé"
"F3083","International","Annulé"
"F3084","International","Annulé"
"F3085","International","Annulé"
"F3086","International","à l heure"
"F3087","International","Retardé"
"F3088","International","Annulé"
"F3089","International","Annulé"
"F3090","International","à l heure"
"F3091","International","Annulé"
"F3092","International","Retardé"
"F3093","International","Retardé"
"F3094","International","à l heure"
"F3095","International","Annulé"
"F3096","International","Retardé"
"F3097","International","Annulé"
"F3098","National","Retardé"
"F3099","International","Annulé"
"F3100","International","Retardé"
"F3101","International","Retardé"
"F3102","International","Retardé"
"F3103","International","Retardé"
"F3104","International","Annulé"
"F3105","National","Annulé"
"F3106","National","Retardé"
"F3107","International","Annulé"
"F3108","International","Annulé"
"F3109","National","Annulé"
"F3110","International","Retardé"
"F3111","International","Retardé"
"F3112","International","Retardé"
"F3113","International","Retardé"
"F3114","International","Annulé"
"F3115","International","Retardé"
"F3116","International","à l heure"
"F3117","International","Annulé"
"F3118","International","Annulé"
"F3119","International","Annulé"
"F3120","International","Retardé"
"F3121","International","Retardé"
"F3122","International","Annulé"
"F3123","International","Annulé"
"F3124","International","Annulé"
"F3125","International","Retardé"
"F3126","International","Retardé"
"F3127","International","Annulé"
"F3128","International","à l heure"
"F3129","International","Annulé"
"F3130","International","Annulé"
"F3131","National","Retardé"
"F3132","International","Annulé"
"F3133","International","Annulé"
"F3134","International","Annulé"
"F3135","National","à l heure"
"F3136","National","Annulé"
"F3137","International","Retardé"
"F3138","International","Retardé"
"F3139","International","Retardé"
"F3140","International","Retardé"
"F3141","National","Annulé"
"F3142","International","Annulé"
"F3143","International","Retardé"
"F3144","International","Annulé"
"F3145","International","à l heure"
"F3146","International","à l heure"
"F3147","International","Annulé"
"F3148","International","à l heure"
"F3149","International","Annulé"
"F3150","International","à l heure"
"F3151","International","Retardé"
"F3152","International","Annulé"
"F3153","International","Annulé"
"F3154","International","Retardé"
"F3155","International","à l heure"
"F3156","International","Retardé"
"F3157","International","Annulé"
"F3158","International","Retardé"
"F3159","International","Annulé"
"F3160","International","Annulé"
"F3161","International","Annulé"
"F3162","International","Retardé"
"F3163","International","Retardé"
"F3164","International","Retardé"
"F3165","International","à l heure"
"F3166","International","Retardé"
"F3167","International","Annulé"
"F3168","International","Annulé"
"F3169","International","Retardé"
"F3170","International","Annulé"
"F3171","International","Annulé"
"F3172","International","à l heure"
"F3173","International","Retardé"
"F3174","International","Retardé"
"F3175","International","Annulé"
"F3176","International","Retardé"
"F3177","International","à l heure"
"F3178","International","Annulé"
"F3179","International","Retardé"
"F3180","International","Retardé"
"F3181","International","Annulé"
"F3182","International","Annulé"
"F3183","International","Annulé"
"F3184","International","Annulé"
"F3185","International","Annulé"
"F3186","International","Annulé"
"F3187","International","Annulé"
"F3188","International","Retardé"
"F3189","International","Annulé"
"F3190","International","Annulé"
"F3191","International","à l heure"
"F3192","International","Retardé"
"F3193","International","à l heure"
"F3194","International","Retardé"
"F3195","International","Annulé"
"F3196","International","Annulé"
"F3197","International","Retardé"
"F3198","International","Retardé"
"F3199","International","Annulé"
"F3200","International","Annulé"
"F3201","International","Annulé"
"F3202","International","Retardé"
"F3203","International","Annulé"
"F3204","International","Annulé"
"F3205","International","Annulé"
"F3206","International","Retardé"
"F3207","International","Annulé"
"F3208","International","Annulé"
"F3209","International","Retardé"
"F3210","International","Annulé"
"F3211","International","Retardé"
"F3212","International","Retardé"
"F3213","International","Retardé"
"F3214","International","Annulé"
"F3215","International","à l heure"
